1,10
2,16
3,15
4,7
5,20
6,9
7,1
8,12
9,17
10,1
11,1
12,12
13,1
14,0
15,7
16,0
17,1
18,3
19,10
20,14
21,16
22,15
23,0
24,7
25,4
26,7
27,11
28,1
29,7
30,7
31,7
32,0
33,3
34,0
35,1
36,3
37,9
38,4
39,4
40,0
41,4
42,8
43,12
44,17
45,16
46,19
47,4
48,4
49,12
50,2
51,10
52,4
53,0
54,1
55,12
56,20
57,19
58,2
59,1
60,1
61,17
62,3
63,4
64,1
65,12
66,18
67,5
68,4
69,1
70,4
71,14
72,0
73,4
74,14
75,10
76,7
77,4
78,1
79,0
80,1
81,0
82,17
83,2
84,4
85,4
86,10
87,14
88,1
89,9
90,13
91,7
92,4
93,17
94,17
95,0
96,16
97,3
98,7
99,10
100,17
101,3
102,19
103,7
104,12
105,12
106,11
107,18
108,12
109,15
110,2
111,15
112,16
113,12
114,2
115,17
116,17
117,17
118,17
119,10
120,11
121,7
122,4
123,9
124,7
125,14
126,9
127,3
128,6
129,11
130,17
131,4
132,17
133,0
134,0
135,4
136,2
137,6
138,20
139,20
140,1
141,13
142,7
143,3
144,17
145,4
146,20
147,4
148,17
149,1
150,7
151,20
152,4
153,10
154,20
155,12
156,7
157,16
158,7
159,0
160,7
161,16
162,4
163,4
164,13
165,16
166,4
167,11
168,0
169,7
170,11
171,17
172,3
173,0
174,16
175,2
176,3
177,1
178,17
179,0
180,12
181,17
182,4
183,1
184,0
185,0
186,5
187,1
188,16
189,0
190,17
191,4
192,1
193,15
194,10
195,12
196,9
197,14
198,12
199,4
200,4
201,2
202,4
203,4
204,7
205,12
206,17
207,12
208,17
209,1
210,10
211,17
212,16
213,4
214,20
215,14
216,13
217,4
218,14
219,4
220,12
221,0
222,1
223,17
224,4
225,7
226,1
227,20
228,15
229,10
230,1
231,3
232,20
233,20
234,7
235,0
236,5
237,6
238,7
239,19
240,17
241,20
242,4
243,16
244,7
245,16
246,4
247,17
248,17
249,14
250,16
251,17
252,12
253,11
254,17
255,0
256,16
257,18
258,7
259,1
260,19
261,20
262,1
263,7
264,0
265,7
266,11
267,12
268,12
269,2
270,14
271,4
272,0
273,4
274,4
275,0
276,16
277,1
278,18
279,14
280,7
281,0
282,17
283,0
284,12
285,0
286,1
287,13
288,12
289,0
290,20
291,12
292,7
293,1
294,9
295,0
296,5
297,2
298,4
299,12
300,7
301,4
302,4
303,7
304,0
305,0
306,0
307,16
308,2
309,4
310,4
311,4
312,2
313,4
314,9
315,1
316,13
317,7
318,13
319,6
320,6
321,4
322,17
323,12
324,17
325,3
326,11
327,18
328,12
329,7
330,7
331,7
332,1
333,2
334,2
335,18
336,0
337,19
338,7
339,7
340,3
341,13
342,12
343,3
344,14
345,12
346,0
347,1
348,7
349,10
350,20
351,4
352,4
353,7
354,1
355,3
356,20
357,0
358,1
359,17
360,17
361,14
362,20
363,10
364,1
365,4
366,15
367,12
368,0
369,1
370,17
371,4
372,4
373,2
374,14
375,2
376,1
377,17
378,0
379,1
380,2
381,17
382,20
383,7
384,11
385,6
386,0
387,7
388,0
389,6
390,4
391,11
392,7
393,17
394,0
395,5
396,1
397,17
398,17
399,6
400,3
401,0
402,11
403,4
404,4
405,1
406,20
407,17
408,11
409,12
410,1
411,1
412,15
413,11
414,0
415,0
416,14
417,0
418,3
419,3
420,1
421,3
422,17
423,4
424,17
425,12
426,4
427,12
428,4
429,0
430,10
431,10
432,16
433,6
434,3
435,7
436,4
437,17
438,11
439,14
440,1
441,1
442,1
443,3
444,0
445,12
446,0
447,11
448,17
449,7
450,1
451,13
452,17
453,4
454,20
455,2
456,0
457,4
458,16
459,4
460,18
461,7
462,16
463,7
464,4
465,19
466,5
467,3
468,10
469,6
470,10
471,7
472,0
473,4
474,17
475,2
476,0
477,14
478,16
479,12
480,4
481,7
482,14
483,12
484,10
485,7
486,0
487,17
488,12
489,4
490,10
491,4
492,12
493,7
494,0
495,10
496,4
497,17
498,17
499,1
500,2
501,2
502,6
503,11
504,2
505,17
506,16
507,0
508,12
509,2
510,12
511,4
512,0
513,0
514,2
515,1
516,14
517,14
518,12
519,14
520,20
521,7
522,12
523,7
524,0
525,6
526,17
527,2
528,17
529,12
530,2
531,14
532,7
533,12
534,15
535,6
536,20
537,14
538,16
539,2
540,1
541,4
542,4
543,5
544,12
545,17
546,0
547,12
548,16
549,6
550,8
551,20
552,18
553,2
554,12
555,4
556,9
557,1
558,20
559,7
560,15
561,14
562,20
563,4
564,1
565,16
566,17
567,20
568,17
569,4
570,4
571,5
572,4
573,2
574,19
575,12
576,15
577,0
578,17
579,5
580,10
581,14
582,4
583,0
584,0
585,1
586,14
587,20
588,11
589,2
590,6
591,0
592,0
593,1
594,13
595,7
596,1
597,12
598,7
599,6
600,17
601,20
602,6
603,6
604,17
605,4
606,10
607,0
608,4
609,7
610,4
611,0
612,7
613,20
614,1
615,17
616,7
617,7
618,0
619,1
620,0
621,4
622,0
623,17
624,1
625,12
626,4
627,2
628,0
629,10
630,14
631,17
632,17
633,17
634,10
635,17
636,20
637,12
638,6
639,17
640,4
641,0
642,1
643,2
644,20
645,20
646,7
647,12
648,12
649,4
650,17
651,7
652,20
653,13
654,7
655,2
656,16
657,13
658,0
659,0
660,16
661,1
662,4
663,7
